months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Contract Years,total_premiums_paid,net_value_of_customer,annual_net_value_of_customer,total_net_value_of_customer,policy_bind_year,incident_year,incident_month,incident_day,incident_day_of_week,claim_to_premium_ratio,premium_per_year,contract_value_of_customer,fraudulent_claim_amount
242,44,664732,2003-07-30,IL,500/1000,2000,1396.89,6000000,618127,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900.0,6690.0,13380.0,46830,Suburu,Forrestor,1999,Y,35-45,20.166666666666668,28170.615,-38729.384999999995,-38729.384999999995,-38729.384999999995,2003,2015,2,4,2,2.3748150333246185,69.26727272727273,28170.615000000005,66900.0
80,27,143038,2014-09-17,OH,500/1000,500,795.31,0,441923,MALE,JD,farming-fishing,skydiving,husband,0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,Unknown,40810.0,3710.0,7420.0,29680,Ford,F150,2000,Y,25-35,6.666666666666667,5302.066666666666,-35507.933333333334,-35507.933333333334,-35507.933333333334,2014,2015,2,12,3,7.696998654612668,119.29649999999998,5302.066666666667,40810.0
260,43,979963,2009-06-03,IN,100/300,500,982.22,0,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,Unknown,1,0,Unknown,75400.0,15080.0,7540.0,52780,Honda,CRV,2011,N,35-45,21.666666666666668,21281.433333333334,-54118.566666666666,-54118.566666666666,-54118.566666666666,2009,2015,2,12,3,3.542994441163894,45.33323076923077,21281.433333333334,0.0
133,34,467841,1994-10-11,IN,500/1000,500,1074.07,0,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,2015-01-28,Parked Car,Unknown,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200.0,420.0,840.0,2940,Jeep,Wrangler,2013,N,25-35,11.083333333333334,11904.275833333333,7704.275833333333,7704.275833333333,7704.275833333333,1994,2015,1,28,2,0.35281440541217296,96.90857142857142,11904.275833333333,0.0
290,45,219028,1991-07-18,OH,100/300,1000,1311.3,0,451550,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650.0,5850.0,5850.0,40950,Ford,F150,2001,Y,45-55,24.166666666666668,31689.749999999996,-20960.250000000004,-20960.250000000004,-20960.250000000004,1991,2015,1,10,5,1.6614204908527208,54.260689655172406,31689.75,52650.0
322,49,130156,2001-09-24,IL,250/500,2000,1277.12,0,431853,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,Unknown,0,2,YES,42240.0,7680.0,7680.0,26880,Chevrolet,Malibu,2007,N,45-55,26.833333333333332,34269.386666666665,-7970.613333333335,-7970.613333333335,-7970.613333333335,2001,2015,1,19,0,1.232586985313228,47.59453416149068,34269.386666666665,0.0
228,39,762951,2012-09-19,IN,500/1000,500,1388.62,0,614274,FEMALE,JD,sales,reading,husband,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490.0,6610.0,6610.0,46270,Mercedes,ML350,1995,N,35-45,19.0,26383.779999999995,-33106.22,-33106.22,-33106.22,2012,2015,1,19,0,2.254794422937123,73.08526315789473,26383.78,0.0
195,37,376879,1991-07-11,IL,100/300,1000,1406.52,8000000,619148,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200.0,4420.0,4420.0,35360,Jeep,Wrangler,2002,Y,35-45,16.25,22855.949999999997,-21344.050000000003,-21344.050000000003,-21344.050000000003,1991,2015,1,28,2,1.9338509228450362,86.55507692307692,22855.95,44200.0
247,39,599031,1991-10-29,IN,100/300,500,1558.29,0,456781,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,2015-02-16,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,Unknown,7700.0,770.0,1540.0,5390,Saab,93,2000,N,35-45,20.583333333333332,32074.802499999998,24374.802499999998,24374.802499999998,24374.802499999998,1991,2015,2,16,0,0.24006383203762519,75.7063967611336,32074.802499999998,0.0
405,57,676255,1999-12-28,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,Unknown,2,3,Unknown,61440.0,10240.0,10240.0,40960,Saab,93,2008,N,55-65,33.75,38220.8625,-23219.137499999997,-23219.137499999997,-23219.137499999997,1999,2015,1,8,3,1.6074990458417833,33.55466666666667,38220.8625,0.0
144,37,985446,2012-10-11,OH,250/500,2000,1896.91,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400.0,5440.0,10880.0,38080,Chevrolet,Silverado,2015,Y,35-45,12.0,22762.920000000002,-31637.079999999998,-31637.079999999998,-31637.079999999998,2012,2015,1,24,5,2.389851565616362,158.07583333333335,22762.920000000002,54400.0
338,47,884180,1995-08-19,IL,500/1000,500,1143.46,4000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,Unknown,58560.0,9760.0,9760.0,39040,Mercedes,E400,2002,N,45-55,28.166666666666668,32207.45666666667,-26352.54333333333,-26352.54333333333,-26352.54333333333,1995,2015,2,18,2,1.8182124905443737,40.59621301775148,32207.45666666667,0.0
121,34,571462,1991-02-11,IN,500/1000,500,1285.42,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300.0,6730.0,6730.0,53840,Dodge,RAM,2000,Y,25-35,10.083333333333334,12961.318333333335,-54338.681666666664,-54338.681666666664,-54338.681666666664,1991,2015,1,21,2,5.192373049500751,127.4796694214876,12961.318333333335,67300.0
398,55,815883,1991-07-02,OH,250/500,2000,1305.26,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,Unknown,1,3,YES,36740.0,3340.0,6680.0,26720,BMW,X5,1998,Y,55-65,33.166666666666664,43291.12333333333,6551.123333333329,6551.123333333329,6551.123333333329,1991,2015,1,8,3,0.8486728264616527,39.35457286432161,43291.12333333333,36740.0
9,30,258265,1994-04-10,IL,100/300,1000,1073.83,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,Unknown,0,0,NO,85690.0,15580.0,15580.0,54530,BMW,3 Series,2011,N,25-35,0.75,805.3725,-84884.6275,-84884.6275,-84884.6275,1994,2015,2,2,0,106.39797112516258,1431.7733333333333,805.3725,0.0
115,31,569714,2005-12-04,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160.0,0.0,4270.0,29890,Audi,A5,2005,Y,25-35,9.583333333333334,10078.504166666668,-24081.495833333334,-24081.495833333334,-24081.495833333334,2005,2015,3,1,6,3.3893918616395204,109.73947826086956,10078.504166666668,34160.0
280,48,180008,2014-07-16,IL,250/500,1000,1387.35,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,Unknown,61320.0,10220.0,10220.0,40880,BMW,M5,1998,N,45-55,23.333333333333332,32371.5,-28948.5,-28948.5,-28948.5,2014,2015,2,4,2,1.894258838793383,59.457857142857144,32371.499999999996,0.0
254,45,633375,2003-09-17,IL,250/500,500,1083.64,0,614372,MALE,JD,other-service,paintball,husband,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,Unknown,79680.0,13280.0,13280.0,53120,BMW,3 Series,2004,N,45-55,21.166666666666668,22937.04666666667,-56742.95333333333,-56742.95333333333,-56742.95333333333,2003,2015,2,27,4,3.4738561227150138,51.195590551181105,22937.04666666667,0.0
141,30,556538,2000-07-15,IL,250/500,1000,1851.78,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740.0,6860.0,6860.0,48020,Audi,A3,2002,N,25-35,11.75,21758.415,-39981.585,-39981.585,-39981.585,2000,2015,2,9,0,2.8375228618444863,157.59829787234042,21758.415,0.0
441,55,669501,2009-07-29,IN,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,2015-02-19,Parked Car,Unknown,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400.0,640.0,640.0,5120,Honda,Civic,2002,N,55-65,36.75,46683.1575,40283.1575,40283.1575,40283.1575,2009,2015,2,19,3,0.13709441140522682,34.565714285714286,46683.1575,0.0
381,55,963761,1991-04-13,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600.0,12120.0,6060.0,42420,Accura,TL,2011,N,55-65,31.75,46354.6825,-14245.317499999997,-14245.317499999997,-14245.317499999997,1991,2015,1,12,0,1.3073112948190293,45.98393700787402,46354.6825,0.0
191,38,753005,2005-11-20,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320.0,10240.0,5120.0,40960,Volkswagen,Jetta,2007,N,35-45,15.916666666666666,19950.586666666666,-36369.41333333333,-36369.41333333333,-36369.41333333333,2005,2015,2,7,5,2.8229746293175006,78.75015706806283,19950.586666666666,0.0
145,34,454758,1990-05-20,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250.0,9500.0,4750.0,38000,Suburu,Legacy,2012,N,25-35,12.083333333333334,13804.966666666665,-38445.03333333333,-38445.03333333333,-38445.03333333333,1990,2015,1,13,1,3.784869696655069,94.55006896551724,13804.966666666667,0.0
479,60,698589,2002-11-28,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,Unknown,0,3,Unknown,53900.0,5390.0,10780.0,37730,Saab,95,2006,N,55-65,39.916666666666664,47438.9625,-6461.0374999999985,-6461.0374999999985,-6461.0374999999985,2002,2015,1,18,6,1.1361968550640205,29.77327766179541,47438.9625,0.0
215,35,330119,2004-06-15,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,2015-01-15,Vehicle Theft,Unknown,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,6,1,Unknown,2,1,NO,2640.0,220.0,440.0,1980,Jeep,Wrangler,2001,N,35-45,17.916666666666668,20163.416666666668,17523.416666666668,17523.416666666668,17523.416666666668,2004,2015,1,15,3,0.13093019122916502,62.81302325581395,20163.416666666668,0.0
41,33,164464,2010-09-26,OH,250/500,500,1294.41,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0,2015-02-23,Vehicle Theft,Unknown,Minor Damage,None,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,Unknown,8970.0,1380.0,1380.0,6210,Dodge,Neon,2011,N,25-35,3.4166666666666665,4422.5675,-4547.4325,-4547.4325,-4547.4325,2010,2015,2,23,0,2.0282335996002323,378.8517073170732,4422.5675,0.0
45,31,927354,1990-09-15,IN,100/300,500,1459.5,0,475891,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-02-17,Parked Car,Unknown,Minor Damage,None,NY,Springfield,1298 Maple Hwy,6,1,Unknown,1,3,Unknown,6000.0,1000.0,1000.0,4000,Suburu,Impreza,2000,N,25-35,3.75,5473.125,-526.875,-526.875,-526.875,1990,2015,2,17,1,1.0962658444672833,389.2,5473.125,0.0
156,38,231508,2009-09-16,IL,100/300,500,1367.99,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,Unknown,0,3,Unknown,55200.0,11040.0,5520.0,38640,Saab,92x,1998,Y,35-45,13.0,17783.87,-37416.130000000005,-37416.130000000005,-37416.130000000005,2009,2015,2,17,1,3.103936319822401,105.23,17783.87,55200.0
246,45,272910,1999-08-12,IN,250/500,500,1594.37,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0,2015-01-18,Parked Car,Unknown,Trivial Damage,None,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260.0,660.0,1320.0,5280,Saab,92x,2008,N,45-55,20.5,32684.584999999995,25424.584999999995,25424.584999999995,25424.584999999995,1999,2015,1,18,6,0.22212305892823792,77.7741463414634,32684.585,0.0
178,39,305758,2009-03-08,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,Unknown,64680.0,11760.0,11760.0,41160,Jeep,Wrangler,2010,N,35-45,14.833333333333334,15367.185,-49312.815,-49312.815,-49312.815,2009,2015,1,17,5,4.20896865626333,69.84202247191011,15367.185000000001,0.0
237,43,950542,2009-04-27,OH,250/500,500,911.53,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200.0,0.0,11840.0,47360,Chevrolet,Malibu,1998,N,35-45,19.75,18002.7175,-41197.2825,-41197.2825,-41197.2825,2009,2015,2,25,2,3.288392432975744,46.153417721518984,18002.7175,0.0
127,34,291544,2006-08-02,OH,500/1000,500,1319.97,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,2015-01-06,Vehicle Theft,Unknown,Minor Damage,None,NC,Arlington,4460 4th Lane,8,1,YES,1,3,Unknown,4700.0,470.0,940.0,3290,Saab,92x,1998,N,25-35,10.583333333333334,13969.6825,9269.6825,9269.6825,9269.6825,2006,2015,1,6,1,0.3364428647537265,124.72157480314961,13969.6825,0.0
1,33,388616,1995-12-06,OH,250/500,2000,1391.63,0,466390,MALE,Associate,sales,video-games,husband,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400.0,6940.0,6940.0,55520,Mercedes,C300,2000,N,25-35,0.08333333333333333,115.96916666666668,-69284.03083333334,-69284.03083333334,-69284.03083333334,1995,2015,2,26,3,598.434928824472,16699.56,115.96916666666667,0.0
5,21,577992,2002-11-13,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500.0,4050.0,4050.0,32400,Nissan,Pathfinder,1998,N,<25,0.4166666666666667,381.42083333333335,-40118.57916666667,-40118.57916666667,-40118.57916666667,2002,2015,2,11,2,106.18192940868026,2196.984,381.42083333333335,0.0
64,28,342830,1991-11-09,IL,500/1000,1000,1468.82,0,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000.0,5000.0,10000.0,45000,Honda,Accord,1997,N,25-35,5.333333333333333,7833.706666666666,-52166.293333333335,-52166.293333333335,-52166.293333333335,1991,2015,2,13,4,7.659209433422748,275.40375,7833.706666666666,0.0
142,30,491170,1998-01-14,IN,500/1000,500,1412.76,0,603260,MALE,PhD,armed-forces,basketball,wife,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320.0,11220.0,11220.0,44880,Volkswagen,Jetta,1996,N,25-35,11.833333333333334,16717.66,-50602.34,-50602.34,-50602.34,1998,2015,1,10,5,4.026879359910418,119.3881690140845,16717.66,0.0
97,27,175553,2002-04-25,OH,500/1000,500,1588.26,0,434370,FEMALE,High School,tech-support,movies,husband,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690.0,8410.0,8410.0,58870,Saab,95,2014,N,25-35,8.083333333333334,12838.435,-62851.565,-62851.565,-62851.565,2002,2015,1,24,5,5.895578394095542,196.48577319587628,12838.435000000001,0.0
121,31,439341,1991-07-20,IN,100/300,1000,1140.91,0,478388,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,Unknown,64300.0,6430.0,6430.0,51440,Chevrolet,Silverado,2002,Y,25-35,10.083333333333334,11504.175833333333,-52795.824166666665,-52795.824166666665,-52795.824166666665,1991,2015,2,15,6,5.5892747930443525,113.14809917355372,11504.175833333335,64300.0
225,43,221186,2004-08-13,OH,100/300,1000,1517.54,0,617883,MALE,JD,priv-house-serv,camping,own-child,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400.0,6440.0,6440.0,51520,BMW,X5,2011,N,35-45,18.75,28453.875,-35946.125,-35946.125,-35946.125,2004,2015,1,9,4,2.2633121147822575,80.93546666666667,28453.875,0.0
425,53,868031,1990-06-24,OH,250/500,2000,912.29,0,464808,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,Unknown,1,2,Unknown,97080.0,16180.0,16180.0,64720,Saab,92x,2005,N,45-55,35.416666666666664,32310.27083333333,-64769.72916666667,-64769.72916666667,-64769.72916666667,1990,2015,1,31,5,3.0046173398164804,25.758776470588234,32310.27083333333,0.0
285,44,844117,1991-08-21,OH,250/500,2000,1144.3,0,609458,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,2015-02-04,Vehicle Theft,Unknown,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,Unknown,5500.0,500.0,500.0,4500,Honda,Civic,2010,N,35-45,23.75,27177.125,21677.125,21677.125,21677.125,1991,2015,2,4,2,0.20237607914744477,48.18105263157894,27177.125,0.0
192,38,744557,2011-02-25,IN,500/1000,1000,1281.43,0,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,Unknown,0,2,NO,30700.0,3070.0,6140.0,21490,Jeep,Wrangler,2010,N,35-45,16.0,20502.88,-10197.119999999999,-10197.119999999999,-10197.119999999999,2011,2015,1,30,4,1.4973506161085661,80.089375,20502.88,0.0
285,48,159536,2013-02-04,IL,100/300,2000,1101.85,0,457875,FEMALE,College,sales,dancing,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,33480.0,3720.0,3720.0,26040,Nissan,Pathfinder,2012,N,45-55,23.75,26168.937499999996,-7311.062500000004,-7311.062500000004,-7311.062500000004,2013,2015,2,27,4,1.2793794169136596,46.39368421052631,26168.937499999996,0.0
98,26,727109,2001-02-20,IN,500/1000,2000,1082.1,0,477268,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,Unknown,0,1,YES,65430.0,14540.0,7270.0,43620,Jeep,Wrangler,2001,N,25-35,8.166666666666666,8837.15,-56592.85,-56592.85,-56592.85,2001,2015,2,5,3,7.4039707371720525,132.50204081632654,8837.149999999998,0.0
175,36,155604,1992-03-03,OH,500/1000,500,1185.44,0,437580,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,YES,2,1,YES,42680.0,3880.0,7760.0,31040,Accura,RSX,2006,Y,35-45,14.583333333333334,17287.666666666668,-25392.333333333332,-25392.333333333332,-25392.333333333332,1992,2015,1,30,4,2.468812062549409,81.28731428571429,17287.666666666668,42680.0
259,45,608443,2006-12-21,IL,500/1000,2000,1175.07,0,457121,MALE,MD,craft-repair,movies,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,Unknown,1,1,NO,87780.0,7980.0,7980.0,71820,Honda,CRV,2011,N,45-55,21.583333333333332,25361.9275,-62418.072499999995,-62418.072499999995,-62418.072499999995,2006,2015,1,3,5,3.461093404671234,54.443397683397684,25361.927499999998,0.0
140,36,117862,2000-07-14,OH,500/1000,2000,979.26,0,436364,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,YES,0,2,YES,72800.0,14560.0,14560.0,43680,Honda,Accord,1998,N,35-45,11.666666666666666,11424.7,-61375.3,-61375.3,-61375.3,2000,2015,3,1,6,6.372158568715152,83.93657142857143,11424.699999999999,0.0
231,37,991553,1991-12-12,OH,250/500,500,920.81,0,467654,FEMALE,High School,sales,chess,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,Unknown,71190.0,0.0,7910.0,63280,Mercedes,C300,1997,Y,35-45,19.25,17725.5925,-53464.4075,-53464.4075,-53464.4075,1991,2015,2,13,4,4.016226820062574,47.83428571428571,17725.5925,71190.0
186,38,727443,2013-07-01,OH,100/300,500,922.85,0,471148,MALE,High School,adm-clerical,golf,husband,70300,-70900,2015-02-25,Vehicle Theft,Unknown,Trivial Damage,None,NY,Hillsdale,5650 Rock Ave,7,1,Unknown,1,1,YES,3600.0,400.0,400.0,2800,Honda,Civic,1999,N,35-45,15.5,14304.175000000001,10704.175000000001,10704.175000000001,10704.175000000001,2013,2015,2,25,2,0.2516747732742364,59.538709677419355,14304.175000000001,0.0
229,41,378587,1998-12-16,OH,250/500,2000,1107.59,3000000,468202,MALE,PhD,tech-support,chess,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,NO,1,3,NO,62640.0,10440.0,10440.0,41760,Mercedes,C300,2009,N,35-45,19.083333333333332,21136.509166666667,-41503.49083333333,-41503.49083333333,-41503.49083333333,1998,2015,1,23,4,2.963592497988571,58.03965065502183,21136.509166666663,0.0
180,36,420948,2015-01-03,IL,100/300,500,1272.46,0,456959,MALE,College,prof-specialty,exercise,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,Unknown,69630.0,12660.0,6330.0,50640,Toyota,Corolla,1998,N,35-45,15.0,19086.9,-50543.1,-50543.1,-50543.1,2015,2015,2,19,3,3.6480518051647985,84.83066666666667,19086.9,0.0
188,33,457188,1994-04-01,IL,250/500,1000,1340.24,0,447274,MALE,High School,protective-serv,chess,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,Unknown,76010.0,13820.0,6910.0,55280,Dodge,RAM,1995,Y,25-35,15.666666666666666,20997.093333333334,-55012.90666666666,-55012.90666666666,-55012.90666666666,1994,2015,2,8,6,3.6200248669339627,85.5472340425532,20997.093333333334,76010.0
214,40,118236,2000-08-15,OH,100/300,1000,1648.0,0,608405,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,NO,1,0,YES,44220.0,8040.0,4020.0,32160,Accura,MDX,2000,N,35-45,17.833333333333332,29389.333333333336,-14830.666666666664,-14830.666666666664,-14830.666666666664,2000,2015,2,4,2,1.5046275292623172,92.41121495327103,29389.333333333332,0.0
178,38,987524,2014-11-13,IL,250/500,500,1381.14,0,472253,FEMALE,College,other-service,camping,wife,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,NO,0,3,NO,57200.0,5200.0,10400.0,41600,BMW,M5,2011,N,35-45,14.833333333333334,20486.910000000003,-36713.09,-36713.09,-36713.09,2014,2015,2,22,6,2.7920267136430037,93.11056179775281,20486.910000000003,0.0
55,35,490596,2011-02-04,IL,500/1000,500,1198.44,8000000,438923,MALE,MD,priv-house-serv,polo,wife,0,0,2015-01-14,Vehicle Theft,Unknown,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,NO,0,3,NO,3080.0,560.0,560.0,1960,Nissan,Ultima,1998,N,35-45,4.583333333333333,5492.85,2412.8500000000004,2412.8500000000004,2412.8500000000004,2011,2015,1,14,2,0.5607289476319215,261.47781818181824,5492.849999999999,0.0
90,31,524215,1990-06-24,OH,250/500,2000,951.27,0,607131,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,YES,1,0,YES,75790.0,13780.0,6890.0,55120,Accura,RSX,2007,N,25-35,7.5,7134.525,-68655.475,-68655.475,-68655.475,1990,2015,1,6,1,10.622991719841195,126.836,7134.525,0.0
